888,Neutral,02:06,1.9,5.7
888,Unpleasant,02:05,-8.1,0.5
888,Neutral,02:04,-6.0,3.6
888,Neutral,02:03,-6.0,3.6
888,Neutral,02:02,-6.0,3.6
888,Neutral,02:01,-6.0,3.6
888,Obstructive,02:00,-9.1,10.0
888,Active/Aroused,01:59,5.0,10.4
888,Active/Aroused,01:58,5.0,10.4
888,Active/Aroused,01:57,6.5,10.0
888,Pleasant,01:56,9.8,7.5
888,Conductive,01:55,9.2,-10.8
888,Unpleasant,01:54,-7.2,4.7
888,Obstructive,01:53,-7.7,9.7
888,Obstructive,01:52,-7.7,9.7
888,Obstructive,01:51,-8.6,8.7
888,Active/Aroused,01:50,-7.0,10.1
888,Active/Aroused,01:49,-7.0,10.1
888,Neutral,01:48,-1.7,4.8
888,Neutral,01:47,4.5,-0.4
888,Passive/Calm,01:46,-2.5,-4.4
888,Passive/Calm,01:45,-3.7,-9.0
888,Passive/Calm,01:44,-3.7,-9.0
888,Passive/Calm,01:43,-3.7,-9.0
888,Passive/Calm,01:42,-3.7,-9.0
888,Passive/Calm,01:41,-3.7,-9.0
888,Passive/Calm,01:40,-3.7,-9.0
888,Passive/Calm,01:39,-3.7,-9.0
888,Passive/Calm,01:38,-3.7,-9.0
888,Passive/Calm,01:37,-3.7,-9.0
888,Passive/Calm,01:36,-3.7,-9.0
888,Passive/Calm,01:35,-3.7,-9.0
888,Passive/Calm,01:34,-3.7,-9.0
888,Passive/Calm,01:33,-3.7,-9.0
888,Passive/Calm,01:32,2.0,
888,Conductive,01:31,10.3,-6.4
888,Passive/Calm,01:30,8.7,-5.8
888,Neutral,01:29,8.9,-0.9
888,Neutral,01:28,8.9,-0.8
888,Neutral,01:27,8.9,-0.8
888,Neutral,01:26,8.7,0.7
888,Neutral,01:25,8.7,0.8
888,Neutral,01:24,8.4,2.9
888,Neutral,01:23,8.3,5.7
888,Neutral,01:22,8.1,7.2
888,Neutral,01:21,8.1,7.2
888,Active/Aroused,01:20,7.9,8.6
888,Active/Aroused,01:19,1.9,8.7
888,Neutral,01:18,-2.1,7.2
888,Neutral,01:17,-2.1,7.2
888,Neutral,01:16,-2.1,7.2
888,Neutral,01:15,-2.1,7.2
888,Neutral,01:14,-2.1,7.2
888,Neutral,01:13,-2.1,7.2
888,Neutral,01:12,-2.1,7.2
888,Neutral,01:11,-2.1,7.2
888,Neutral,01:10,-2.1,7.2
888,Neutral,01:09,-2.1,7.2
888,Neutral,01:08,-2.1,7.2
888,Neutral,01:07,-2.1,7.2
888,Neutral,01:06,-2.1,7.2
888,Neutral,01:05,-2.1,7.2
888,Neutral,01:04,-2.1,7.2
888,Neutral,01:03,-2.1,7.2
888,Neutral,01:02,-2.1,7.2
888,Neutral,01:01,-2.1,7.2
888,Neutral,01:00,-2.1,7.2
888,Neutral,00:59,-2.1,7.2
888,Neutral,00:58,-2.1,7.2
888,Neutral,00:57,-2.1,7.2
888,Neutral,00:56,-2.1,7.2
888,Neutral,00:55,-2.1,7.2
888,Neutral,00:54,-2.1,7.2
888,Active/Aroused,00:53,0.6,7.7
888,Neutral,00:52,-0.1,-2.1
888,Passive/Calm,00:51,-3.9,-7.8
888,Passive/Calm,00:50,-4.4,-7.5
888,Low Power/Control,00:49,-8.2,-6.8
888,Low Power/Control,00:48,-9.0,-6.9
888,Low Power/Control,00:47,-9.0,-6.9
888,Low Power/Control,00:46,-9.0,-6.9
888,Unpleasant,00:45,,2.1
888,Obstructive,00:44,-9.0,10.7
888,Active/Aroused,00:43,2.9,10.9
888,Pleasant,00:42,10.1,2.7
888,Conductive,00:41,10.9,-7.0
888,Passive/Calm,00:40,-0.1,-10.1
888,Neutral,00:39,-5.5,-2.1
888,Neutral,00:38,-7.0,-0.0
888,Neutral,00:37,-6.6,5.7
888,Neutral,00:36,-0.9,5.6
888,Neutral,00:35,4.3,5.8
888,Neutral,00:34,1.2,2.6
888,Neutral,00:33,1.9,2.5
888,Neutral,00:32,8.1,2.9
888,Pleasant,00:31,9.1,7.0
888,Pleasant,00:30,9.6,5.3
888,Neutral,00:29,8.2,0.3
888,Passive/Calm,00:28,8.8,-6.6
888,Passive/Calm,00:27,1.8,-6.8
888,Passive/Calm,00:26,-0.5,-6.8
888,Passive/Calm,00:25,-3.1,-6.9
888,Passive/Calm,00:24,-5.4,-6.1
888,Passive/Calm,00:23,-6.7,-5.4
888,Neutral,00:22,-4.7,3.6
888,Neutral,00:21,-2.4,3.7
888,Neutral,00:20,-0.2,3.0
888,Neutral,00:19,-0.0,3.0
888,Neutral,00:18,4.4,3.0
888,Neutral,00:17,4.6,4.1
888,Neutral,00:16,4.6,5.0
888,Neutral,00:15,4.6,6.0
888,Neutral,00:14,8.6,5.9
888,Neutral,00:13,8.8,7.7
888,Neutral,00:12,7.3,-0.1
888,Neutral,00:11,5.0,-1.4
888,Passive/Calm,00:10,4.4,-3.8
888,Passive/Calm,00:09,4.4,-3.9
888,Neutral,00:08,-0.5,-2.8
888,Neutral,00:07,-0.2,2.8
888,Neutral,00:06,-0.1,5.9
888,Neutral,00:05,-0.1,6.0
888,Neutral,00:04,0.5,6.5
888,Neutral,00:03,0.5,6.5
888,Neutral,00:02,0.5,6.5
888,Active/Aroused,00:01,-0.4,8.4
888,Neutral,00:00,-1.0,1.9

67,Neutral,00:36,0.0,0.4
67,Neutral,00:35,0.8,0.4
67,Neutral,00:34,0.7,-0.2
67,Passive/Calm,00:33,-0.1,-0.5
67,Neutral,00:32,-0.7,0.3
67,Neutral,00:31,-0.7,0.3
67,Neutral,00:30,-0.7,0.3
67,Neutral,00:29,-0.7,0.3
67,Neutral,00:28,-0.6,0.6
67,Neutral,00:27,-0.0,0.6
67,Neutral,00:26,-0.0,0.7
67,Neutral,00:25,-0.0,0.7
67,Neutral,00:24,-0.0,0.7
67,Neutral,00:23,0.3,0.6
67,Neutral,00:22,0.6,-0.0
67,Neutral,00:21,0.6,-0.1
67,Neutral,00:20,0.6,-0.1
67,Neutral,00:19,0.7,-0.0
67,Pleasant,00:18,0.9,0.0
67,Passive/Calm,00:17,0.8,-0.5
67,Passive/Calm,00:16,0.7,-0.8
67,Passive/Calm,00:15,-0.1,-0.9
67,Passive/Calm,00:14,-0.6,-0.4
67,Neutral,00:13,-0.7,0.1
67,Unpleasant,00:12,-0.8,0.2
67,Unpleasant,00:11,-0.8,0.3
67,Neutral,00:10,-0.6,0.6
67,Active/Aroused,00:09,-0.5,0.9
67,Neutral,00:08,-0.0,0.7
67,Neutral,00:07,-0.0,0.7
67,Neutral,00:06,0.1,0.6
67,Neutral,00:05,0.1,0.6
67,Neutral,00:04,0.2,0.7
67,Neutral,00:03,0.5,0.4
67,Neutral,00:02,0.8,0.1
67,Neutral,00:01,0.9,0.6
67,Active/Aroused,00:00,0.9,0.9

